epoch,learning_rate,loss,loss_metric,val_loss,val_loss_metric
0,0.0010000000474974513,0.015498188324272633,0.8587431907653809,0.010414110496640205,0.9244158864021301
1,0.0010000000474974513,0.009895849041640759,0.9098493456840515,0.009446055628359318,0.9310064911842346
2,0.0010000000474974513,0.009271259419620037,0.9155453443527222,0.004966940730810165,0.95282381772995
3,0.0010000000474974513,0.008968361653387547,0.9182763695716858,0.009610449895262718,0.9195592403411865
4,0.0010000000474974513,0.008741234429180622,0.9203681349754333,0.007384277880191803,0.942354142665863
5,0.0010000000474974513,0.008537132292985916,0.9222018122673035,0.007220760453492403,0.9453608989715576
6,0.0010000000474974513,0.008392141200602055,0.9235501885414124,0.0073318625800311565,0.9306663274765015
7,0.0010000000474974513,0.008245399221777916,0.9248595237731934,0.006696237251162529,0.9504868388175964
8,0.0005000000237487257,0.007826240733265877,0.9287213683128357,0.007897021248936653,0.942802906036377
9,0.0005000000237487257,0.007729748729616404,0.9295520782470703,0.004258457571268082,0.9605716466903687
10,0.0005000000237487257,0.007702013477683067,0.9298193454742432,0.007136044092476368,0.9388743042945862
11,0.0005000000237487257,0.0076980795711278915,0.9299201965332031,0.007076585665345192,0.9454847574234009
12,0.0005000000237487257,0.007649486418813467,0.9303061366081238,0.005580564495176077,0.959740161895752
13,0.0005000000237487257,0.0076144482009112835,0.9306026697158813,0.006756799295544624,0.9371610879898071
14,0.0005000000237487257,0.007542543113231659,0.9312832951545715,0.005821731872856617,0.955873429775238
15,0.0002500000118743628,0.007375911809504032,0.9327782988548279,0.007617635652422905,0.9451451301574707
16,0.0002500000118743628,0.007333448622375727,0.9331704378128052,0.003924096468836069,0.9641819000244141
17,0.0002500000118743628,0.007355848327279091,0.9330286383628845,0.006543767638504505,0.9435126781463623
18,0.0002500000118743628,0.00730225071310997,0.9334380030632019,0.006797006819397211,0.9480802416801453
19,0.0002500000118743628,0.007317249663174152,0.9333372712135315,0.005691129248589277,0.9581267833709717
20,0.0002500000118743628,0.00729671074077487,0.9335076212882996,0.006226046942174435,0.9428330063819885
21,0.0002500000118743628,0.007293324917554855,0.9335973262786865,0.005940116010606289,0.9540258646011353
22,0.0001250000059371814,0.007172503974288702,0.9346197843551636,0.007672522682696581,0.9448595643043518
23,0.0001250000059371814,0.007154964376240969,0.9348242282867432,0.0037324584554880857,0.966274082660675
24,0.0001250000059371814,0.007149606943130493,0.9348652362823486,0.006529930047690868,0.9437125325202942
25,0.0001250000059371814,0.007142684888094664,0.9349126219749451,0.006679945159703493,0.9492355585098267
26,0.0001250000059371814,0.007137984968721867,0.934965968132019,0.005614523310214281,0.9586712121963501
27,0.0001250000059371814,0.007098989561200142,0.9352815747261047,0.005051230546087027,0.9526015520095825
28,0.0001250000059371814,0.007148528937250376,0.9349329471588135,0.006002348847687244,0.9523035287857056
29,6.25000029685907e-05,0.0070493826642632484,0.9357428550720215,0.008329352363944054,0.9401406049728394
30,6.25000029685907e-05,0.007070738822221756,0.9356012344360352,0.0031113955192267895,0.9721981287002563
31,6.25000029685907e-05,0.007015487179160118,0.936059832572937,0.006907870061695576,0.9398664832115173
32,6.25000029685907e-05,0.007068282924592495,0.9356542229652405,0.006588796619325876,0.9507881999015808
33,6.25000029685907e-05,0.0070169116370379925,0.9360190033912659,0.005584308877587318,0.9585433006286621
34,6.25000029685907e-05,0.00701936287805438,0.9360248446464539,0.0049348147585988045,0.9542445540428162
35,6.25000029685907e-05,0.007047528866678476,0.9358313083648682,0.005954165477305651,0.9514505863189697
36,3.125000148429535e-05,0.006971459370106459,0.9364814758300781,0.008461609482765198,0.939405620098114
37,3.125000148429535e-05,0.006998063530772924,0.9362337589263916,0.0032060155645012856,0.971444845199585
38,3.125000148429535e-05,0.0069947331212460995,0.9363225698471069,0.006746073253452778,0.9406710863113403
39,3.125000148429535e-05,0.007000803481787443,0.9361953735351562,0.005786245688796043,0.9566170573234558
40,3.125000148429535e-05,0.006968109402805567,0.936481773853302,0.005805464461445808,0.9573655128479004
